# source : skycalc web-ui
# author : Kieran Leschinski
# date_created : 2020-05-23
# location : la silla
# airmass : 1.2
# pwv : 10
# pwv_unit : mm
# altitude : 2400
# season : entire year
# period : entire night
# area : 1.52
# area_unit : m2
# action : transmission
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# wavelength_unit : nm
#
wavelength  transmission    emission
784	        0.9557	        946.28
785	        0.9555	        740.32
786	        0.9549	        2628.32
787	        0.9486	        1297.22
788	        0.9472	        1089.81
789	        0.9434	        915.28
790	        0.9316	        556.13
791	        0.9416	        722.11
792	        0.9429	        3102.69
793	        0.9412	        1095.15
794	        0.9558	        540.04
795	        0.9527	        985.94
796	        0.9371	        476.15
797	        0.9377	        2055.03
798	        0.9516	        1185.62
799	        0.9473	        531.75
800	        0.9423	        2092.01
801	        0.9416	        512.84
802	        0.9419	        954.32
803	        0.9406	        1808.05
804	        0.9432	        516.61
805	        0.9464	        782.64
806	        0.9532	        1024.44
807	        0.9512	        504.88
808	        0.9530	        537.57
809	        0.9479	        536.94
810	        0.9426	        792.86
811	        0.9373	        570.65
812	        0.9241	        486.33
813	        0.9136	        508.83
814	        0.8480	        533.33
815	        0.8423	        535.39
816	        0.7968	        415.65
817	        0.8145	        423.87
818	        0.8064	        417.51
819	        0.8682	        485.48
820	        0.8339	        477.99
821	        0.9266	        513.87
822	        0.9097	        492.93
823	        0.6973	        362.90
824	        0.8914	        499.69
825	        0.9091	        520.59
826	        0.8853	        489.53
827	        0.9150	        496.77
828	        0.8254	        1619.47
829	        0.8905	        1894.26
830	        0.8815	        2218.96
831	        0.8877	        968.65
832	        0.8653	        529.05
833	        0.9297	        505.01
834	        0.9049	        542.68
835	        0.9467	        4292.03
836	        0.9221	        1728.65
837	        0.9500	        955.84
838	        0.9424	        1434.05
839	        0.9502	        581.45
840	        0.9530	        3288.19
841	        0.9496	        535.65
842	        0.9544	        1500.64
843	        0.9588	        3298.38
844	        0.9558	        594.17
845	        0.9613	        1464.36
846	        0.9616	        589.84
847	        0.9641	        2827.20
848	        0.9612	        606.40
849	        0.9620	        545.27
850	        0.9627	        1279.76
851	        0.9587	        1700.28
852	        0.9614	        587.14
853	        0.9628	        554.85
854	        0.9606	        1521.62
855	        0.9641	        975.79
856	        0.9628	        551.00
857	        0.9645	        579.92
858	        0.9645	        662.55
859	        0.9649	        686.47
860	        0.9661	        745.82
861	        0.9660	        632.24
862	        0.9665	        1042.09
863	        0.9665	        1836.35
864	        0.9670	        1472.43
865	        0.9671	        1410.92
866	        0.9673	        2024.79
867	        0.9674	        1883.79
868	        0.9675	        1310.03
869	        0.9677	        812.73
870	        0.9678	        761.42
871	        0.9678	        717.52
872	        0.9680	        587.18
873	        0.9681	        605.89
874	        0.9681	        630.88
875	        0.9682	        625.75
876	        0.9681	        3206.31
877	        0.9682	        3467.89
878	        0.9680	        3725.50
879	        0.9681	        1547.41
880	        0.9683	        591.53
881	        0.9668	        727.25
882	        0.9667	        581.15
883	        0.9678	        6780.40
884	        0.9676	        3214.61
885	        0.9674	        1359.20
886	        0.9633	        650.00
887	        0.9661	        2235.51
888	        0.9621	        582.21
889	        0.9691	        5052.06
890	        0.9630	        667.03
891	        0.9661	        2536.36
892	        0.9599	        5318.86
893	        0.9428	        726.38
894	        0.9322	        641.06
895	        0.9037	        2127.87
896	        0.8654	        4312.56
897	        0.7925	        577.82
898	        0.8338	        642.10
899	        0.6804	        1471.71
900	        0.8544	        2575.74
901	        0.7668	        461.38
902	        0.8364	        556.17
903	        0.8030	        541.40
904	        0.9324	        1115.13
905	        0.9151	        1640.40
906	        0.8821	        574.47
907	        0.7893	        634.91
908	        0.7915	        488.20
909	        0.8259	        583.25
910	        0.7896	        923.73
911	        0.8284	        757.19
912	        0.8277	        503.30
913	        0.7938	        482.25
914	        0.7793	        507.90
915	        0.8462	        702.94
916	        0.7406	        825.42
917	        0.8695	        530.72
918	        0.7602	        466.84
919	        0.8678	        529.21
920	        0.8760	        536.56
921	        0.9156	        572.03
922	        0.8618	        693.98
923	        0.9119	        821.72
924	        0.8733	        532.59
925	        0.8563	        523.02
926	        0.8812	        539.96
927	        0.9200	        565.83
928	        0.7815	        479.28
929	        0.7619	        468.00
930	        0.6306	        385.87
931	        0.6105	        2363.80
932	        0.5095	        3407.18
933	        0.4341	        2184.33
934	        0.3355	        572.54
935	        0.4261	        260.26
936	        0.3283	        195.34
937	        0.3526	        210.46
938	        0.3995	        5906.38
939	        0.6183	        552.91
940	        0.6959	        1317.75
941	        0.5944	        359.28
942	        0.6277	        1875.60
943	        0.4576	        274.97
944	        0.5073	        3198.16
945	        0.5936	        449.79
946	        0.3937	        1784.65
947	        0.6071	        373.61
948	        0.4577	        2715.91
949	        0.7294	        446.68
950	        0.3209	        192.68
951	        0.7862	        1742.44
952	        0.4833	        788.28
953	        0.5642	        344.20
954	        0.6767	        414.83
955	        0.6178	        379.11
956	        0.5704	        1204.28
957	        0.5190	        2080.90
958	        0.6771	        419.25
959	        0.6054	        373.90
960	        0.6647	        411.95
961	        0.6812	        767.86
962	        0.6801	        863.94
963	        0.7262	        452.20
964	        0.6958	        433.31
965	        0.7260	        456.69
966	        0.7452	        637.55
967	        0.7282	        1200.30
968	        0.8676	        2471.03
969	        0.9015	        1398.65
970	        0.8639	        3666.62
971	        0.9290	        1910.73
972	        0.8953	        4511.68
973	        0.8457	        534.97
974	        0.8141	        1960.52
975	        0.8242	        628.28
976	        0.8070	        511.23
977	        0.8609	        547.07
978	        0.8668	        551.40
979	        0.8620	        6421.85
980	        0.8365	        3969.74
981	        0.9348	        1947.03
982	        0.9201	        613.17
983	        0.8942	        942.42
984	        0.9610	        617.31
985	        0.9135	        3103.05
986	        0.9647	        620.82
987	        0.9593	        8934.26
988	        0.9547	        628.54
989	        0.9717	        630.12
990	        0.9578	        3645.26
991	        0.9704	        626.88
992	        0.9723	        9218.31
993	        0.9636	        625.09
994	        0.9728	        3533.63
995	        0.9750	        7884.18
996	        0.9740	        10711.80
997	        0.9743	        635.31
998	        0.9744	        1803.85
999	        0.9741	        636.08
1000	    0.9710	        1829.34
1001	    0.9749	        1431.87
1002	    0.9643	        10874.10
1003	    0.9739	        3658.81
1004	    0.9713	        744.51
1005	    0.9759	        1818.10
1006	    0.9733	        2716.79
1007	    0.9747	        1932.21
1008	    0.9721	        639.46
1009	    0.9705	        5969.54
1010	    0.9684	        769.45
1011	    0.9757	        2812.98
1012	    0.9729	        645.67
1013	    0.9759	        7196.11
1014	    0.9757	        782.62
1015	    0.9759	        1194.17
1016	    0.9751	        4146.45
1017	    0.9747	        9666.97
1018	    0.9773	        2765.29
1019	    0.9715	        8320.72
1020	    0.9769	        697.30
1021	    0.9768	        14536.00
1022	    0.9755	        650.90
1023	    0.9752	        6991.49
1024	    0.9702	        650.13
1025	    0.9771	        655.83
1026	    0.9757	        655.56
1027	    0.9764	        1342.70
1028	    0.9757	        657.46
1029	    0.9755	        29405.70
1030	    0.9775	        10231.10
1031	    0.9768	        3831.55
1032	    0.9779	        660.80
1033	    0.9775	        1576.27
1034	    0.9779	        951.79
1035	    0.9780	        6291.56
1036	    0.9777	        1226.61
1037	    0.9776	        695.21
1038	    0.9779	        18737.90
1039	    0.9778	        698.51
1040	    0.9779	        7449.74
1041	    0.9776	        717.30
1042	    0.9778	        19808.50
1043	    0.9778	        896.26
1044	    0.9778	        728.64
1045	    0.9777	        5894.51
1046	    0.9775	        710.56
1047	    0.9774	        13261.50
1048	    0.9773	        695.91
1049	    0.9767	        688.27
1050	    0.9763	        707.42
1051	    0.9764	        3512.98
1052	    0.9757	        665.00
1053	    0.9755	        6674.11
1054	    0.9751	        648.67
1055	    0.9744	        640.88
1056	    0.9735	        633.27
1057	    0.9726	        624.10
1058	    0.9716	        1723.45
1059	    0.9706	        2788.19
1060	    0.9701	        608.28
1061	    0.9695	        591.13
1062	    0.9686	        583.82
1063	    0.9678	        591.46
1064	    0.9677	        932.38
1065	    0.9655	        909.22
1066	    0.9666	        917.74
1067	    0.9668	        622.06
