# description : ELT lateral focus (6 mirrors), no spider emission
# author : Oliver Czoske
# source : ESO-333023_1, ESO-253082_4-0 (Sect. 4.11, 4.12.2)
# date_created  : 2021-02-04
# date_modified : 2021-12-01
# type : TERCurve
# status : design
# action : reflection
# outer : 37.3
# outer_unit : m
# inner : 11.1
# inner_unit : m
# wavelength_unit : um
# changes :
#  - 2021-02-05 (OC) Added inner and outer diameters
#  - 2021-12-01 (OC) Reflection reduced by 12 per cent
#
# notes :
#  - derived from ESO-333023_1 (R. Holzloehner)
#  - script convert_ELT_throughput_budget.R
#  - see ESO-306070 and ESO-293390 for background
#  - includes M1, M2, M3, M4, M5, M6
#  - spiders assumed to be masked (pupil-tracking)
#  - central obscuration assumed to be masked
#  - reflection includes dust contamination as in ESO-253082_4, sect 4.11
#
wavelength reflection emissivity
 0.545         0.5841         0.4662
 0.550         0.5881         0.4617
 0.555         0.5927         0.4565
 0.560         0.5922         0.4570
 0.565         0.5972         0.4514
 0.570         0.6008         0.4473
 0.575         0.6033         0.4444
 0.580         0.6080         0.4391
 0.585         0.6085         0.4385
 0.590         0.6120         0.4345
 0.595         0.6146         0.4316
 0.600         0.6168         0.4291
 0.605         0.6185         0.4272
 0.610         0.6222         0.4230
 0.615         0.6223         0.4228
 0.620         0.6231         0.4219
 0.625         0.6283         0.4160
 0.630         0.6284         0.4159
 0.635         0.6289         0.4153
 0.640         0.6307         0.4133
 0.645         0.6342         0.4093
 0.650         0.6335         0.4101
 0.655         0.6381         0.4049
 0.660         0.6387         0.4042
 0.665         0.6389         0.4040
 0.670         0.6407         0.4019
 0.675         0.6436         0.3986
 0.680         0.6450         0.3971
 0.685         0.6455         0.3965
 0.690         0.6465         0.3953
 0.695         0.6479         0.3938
 0.700         0.6479         0.3937
 0.705         0.6512         0.3900
 0.710         0.6488         0.3927
 0.715         0.6524         0.3886
 0.720         0.6518         0.3893
 0.725         0.6530         0.3880
 0.730         0.6575         0.3828
 0.735         0.6555         0.3851
 0.740         0.6559         0.3847
 0.745         0.6576         0.3827
 0.750         0.6596         0.3805
 0.755         0.6620         0.3777
 0.760         0.6630         0.3766
 0.765         0.6611         0.3788
 0.770         0.6638         0.3757
 0.775         0.6619         0.3778
 0.780         0.6635         0.3760
 0.785         0.6679         0.3710
 0.790         0.6618         0.3779
 0.795         0.6639         0.3756
 0.800         0.6452         0.3968
 0.805         0.6499         0.3915
 0.810         0.6494         0.3920
 0.815         0.6537         0.3872
 0.820         0.6518         0.3893
 0.825         0.6522         0.3889
 0.830         0.6551         0.3856
 0.835         0.6523         0.3887
 0.840         0.6593         0.3808
 0.845         0.6550         0.3857
 0.850         0.6604         0.3795
 0.855         0.6660         0.3732
 0.860         0.6667         0.3724
 0.865         0.6680         0.3709
 0.870         0.6721         0.3662
 0.875         0.6750         0.3629
 0.880         0.6891         0.3469
 0.885         0.6788         0.3586
 0.890         0.6807         0.3565
 0.895         0.6834         0.3534
 0.900         0.6860         0.3504
 0.905         0.6905         0.3453
 0.910         0.6927         0.3428
 0.915         0.6934         0.3420
 0.920         0.6972         0.3377
 0.925         0.7008         0.3336
 0.930         0.7033         0.3308
 0.935         0.7096         0.3236
 0.940         0.7121         0.3208
 0.945         0.7168         0.3155
 0.950         0.7179         0.3142
 0.955         0.7217         0.3099
 0.960         0.7230         0.3084
 0.965         0.7230         0.3084
 0.970         0.7264         0.3046
 0.975         0.7299         0.3006
 0.980         0.7309         0.2994
 0.985         0.7324         0.2977
 0.990         0.7357         0.2940
 0.995         0.7352         0.2945
 1.000         0.7356         0.2941
 1.005         0.7398         0.2893
 1.010         0.7406         0.2884
 1.015         0.7441         0.2844
 1.020         0.7449         0.2835
 1.025         0.7475         0.2806
 1.030         0.7486         0.2793
 1.035         0.7488         0.2791
 1.040         0.7503         0.2774
 1.045         0.7536         0.2736
 1.050         0.7510         0.2766
 1.055         0.7551         0.2719
 1.060         0.7560         0.2709
 1.065         0.7544         0.2727
 1.070         0.7578         0.2689
 1.075         0.7595         0.2669
 1.080         0.7578         0.2689
 1.085         0.7583         0.2683
 1.090         0.7585         0.2681
 1.095         0.7608         0.2654
 1.100         0.7599         0.2665
 1.105         0.7621         0.2640
 1.110         0.7622         0.2639
 1.115         0.7624         0.2636
 1.120         0.7662         0.2593
 1.125         0.7640         0.2618
 1.130         0.7641         0.2617
 1.135         0.7667         0.2588
 1.140         0.7663         0.2592
 1.145         0.7658         0.2598
 1.150         0.7686         0.2566
 1.155         0.7699         0.2551
 1.160         0.7704         0.2546
 1.165         0.7698         0.2552
 1.170         0.7708         0.2541
 1.175         0.7714         0.2534
 1.180         0.7711         0.2537
 1.185         0.7742         0.2502
 1.190         0.7748         0.2496
 1.195         0.7723         0.2524
 1.200         0.7756         0.2486
 1.205         0.7748         0.2495
 1.210         0.7823         0.2410
 1.215         0.7792         0.2445
 1.220         0.7793         0.2444
 1.225         0.7816         0.2418
 1.230         0.7805         0.2431
 1.235         0.7833         0.2399
 1.240         0.7813         0.2422
 1.245         0.7828         0.2404
 1.250         0.7855         0.2374
 1.255         0.7855         0.2374
 1.260         0.7855         0.2374
 1.265         0.7860         0.2368
 1.270         0.7858         0.2371
 1.275         0.7884         0.2341
 1.280         0.7860         0.2368
 1.285         0.7887         0.2338
 1.290         0.7891         0.2333
 1.295         0.7902         0.2320
 1.300         0.7880         0.2345
 1.305         0.7913         0.2308
 1.310         0.7873         0.2353
 1.315         0.7896         0.2327
 1.320         0.7901         0.2322
 1.325         0.7902         0.2321
 1.330         0.7903         0.2319
 1.335         0.7921         0.2299
 1.340         0.7924         0.2295
 1.345         0.7914         0.2307
 1.350         0.7945         0.2272
 1.355         0.7952         0.2264
 1.360         0.7939         0.2278
 1.365         0.7954         0.2261
 1.370         0.7982         0.2230
 1.375         0.7964         0.2250
 1.380         0.7970         0.2243
 1.385         0.7971         0.2242
 1.390         0.7980         0.2232
 1.395         0.7973         0.2240
 1.400         0.7958         0.2257
 1.405         0.7984         0.2227
 1.410         0.8010         0.2198
 1.415         0.7978         0.2234
 1.420         0.7990         0.2220
 1.425         0.7963         0.2251
 1.430         0.7984         0.2227
 1.435         0.7985         0.2226
 1.440         0.7984         0.2227
 1.445         0.7967         0.2247
 1.450         0.7993         0.2217
 1.455         0.7985         0.2226
 1.460         0.7993         0.2217
 1.465         0.7998         0.2211
 1.470         0.8016         0.2191
 1.475         0.7981         0.2231
 1.480         0.8008         0.2200
 1.485         0.8004         0.2204
 1.490         0.8018         0.2189
 1.495         0.8004         0.2205
 1.500         0.8010         0.2198
 1.505         0.7987         0.2224
 1.510         0.8007         0.2201
 1.515         0.8027         0.2178
 1.520         0.8040         0.2164
 1.525         0.8008         0.2200
 1.530         0.8036         0.2168
 1.535         0.8021         0.2185
 1.540         0.8045         0.2158
 1.545         0.8007         0.2201
 1.550         0.8045         0.2158
 1.555         0.8044         0.2159
 1.560         0.8037         0.2167
 1.565         0.8031         0.2174
 1.570         0.8048         0.2155
 1.575         0.8029         0.2176
 1.580         0.8029         0.2176
 1.585         0.8061         0.2140
 1.590         0.8040         0.2164
 1.595         0.8034         0.2170
 1.600         0.8039         0.2165
 1.605         0.8012         0.2195
 1.610         0.8045         0.2158
 1.615         0.8056         0.2145
 1.620         0.8042         0.2161
 1.625         0.8043         0.2160
 1.630         0.8033         0.2172
 1.635         0.8032         0.2173
 1.640         0.8024         0.2182
 1.645         0.8029         0.2176
 1.650         0.8005         0.2203
 1.655         0.8034         0.2170
 1.660         0.8019         0.2187
 1.665         0.8010         0.2198
 1.670         0.7995         0.2215
 1.675         0.8039         0.2165
 1.680         0.8001         0.2208
 1.685         0.7986         0.2225
 1.690         0.8008         0.2200
 1.695         0.8014         0.2193
 1.700         0.7976         0.2236
 1.705         0.8004         0.2205
 1.710         0.7975         0.2237
 1.715         0.7989         0.2222
 1.720         0.7999         0.2210
 1.725         0.7986         0.2225
 1.730         0.8000         0.2209
 1.735         0.8006         0.2202
 1.740         0.7981         0.2231
 1.745         0.7994         0.2216
 1.750         0.8005         0.2203
 1.755         0.8004         0.2204
 1.760         0.8005         0.2203
 1.765         0.8005         0.2203
 1.770         0.8007         0.2201
 1.775         0.8033         0.2172
 1.780         0.8034         0.2171
 1.785         0.8021         0.2185
 1.790         0.8025         0.2181
 1.795         0.8045         0.2158
 1.800         0.8000         0.2209
 1.805         0.8025         0.2181
 1.810         0.8035         0.2169
 1.815         0.8048         0.2155
 1.820         0.8051         0.2151
 1.825         0.8070         0.2129
 1.830         0.8055         0.2147
 1.835         0.8041         0.2163
 1.840         0.8045         0.2158
 1.845         0.8053         0.2149
 1.850         0.8098         0.2098
 1.855         0.8079         0.2119
 1.860         0.8048         0.2154
 1.865         0.8065         0.2135
 1.870         0.8067         0.2133
 1.875         0.8052         0.2150
 1.880         0.8078         0.2120
 1.885         0.8082         0.2116
 1.890         0.8078         0.2120
 1.895         0.8081         0.2117
 1.900         0.8081         0.2117
 1.905         0.8047         0.2156
 1.910         0.8094         0.2102
 1.915         0.8107         0.2087
 1.920         0.8078         0.2121
 1.925         0.8087         0.2110
 1.930         0.8092         0.2105
 1.935         0.8116         0.2077
 1.940         0.8093         0.2103
 1.945         0.8138         0.2052
 1.950         0.8106         0.2089
 1.955         0.8116         0.2077
 1.960         0.8126         0.2066
 1.965         0.8114         0.2079
 1.970         0.8136         0.2055
 1.975         0.8106         0.2089
 1.980         0.8122         0.2071
 1.985         0.8123         0.2069
 1.990         0.8123         0.2069
 1.995         0.8124         0.2068
 2.000         0.8144         0.2046
 2.005         0.8135         0.2056
 2.010         0.8150         0.2039
 2.015         0.8149         0.2040
 2.020         0.8161         0.2026
 2.025         0.8161         0.2026
 2.030         0.8166         0.2021
 2.035         0.8173         0.2012
 2.040         0.8166         0.2021
 2.045         0.8166         0.2020
 2.050         0.8201         0.1981
 2.055         0.8172         0.2014
 2.060         0.8187         0.1997
 2.065         0.8197         0.1985
 2.070         0.8195         0.1987
 2.075         0.8187         0.1997
 2.080         0.8225         0.1953
 2.085         0.8179         0.2006
 2.090         0.8221         0.1958
 2.095         0.8222         0.1957
 2.100         0.8215         0.1965
 2.105         0.8212         0.1968
 2.110         0.8231         0.1947
 2.115         0.8230         0.1948
 2.120         0.8235         0.1942
 2.125         0.8242         0.1934
 2.130         0.8246         0.1929
 2.135         0.8242         0.1934
 2.140         0.8248         0.1927
 2.145         0.8258         0.1916
 2.150         0.8239         0.1937
 2.155         0.8267         0.1906
 2.160         0.8260         0.1914
 2.165         0.8274         0.1898
 2.170         0.8255         0.1919
 2.175         0.8282         0.1889
 2.180         0.8258         0.1916
 2.185         0.8284         0.1886
 2.190         0.8257         0.1917
 2.195         0.8276         0.1896
 2.200         0.8269         0.1903
 2.205         0.8282         0.1889
 2.210         0.8290         0.1880
 2.215         0.8320         0.1846
 2.220         0.8292         0.1877
 2.225         0.8314         0.1852
 2.230         0.8304         0.1864
 2.235         0.8301         0.1867
 2.240         0.8274         0.1898
 2.245         0.8312         0.1854
 2.250         0.8342         0.1820
 2.255         0.8388         0.1768
 2.260         0.8395         0.1760
 2.265         0.8512         0.1627
 2.270         0.8475         0.1669
 2.275         0.8416         0.1736
 2.280         0.8364         0.1796
 2.285         0.8290         0.1880
 2.290         0.8312         0.1854
 2.295         0.8321         0.1844
 2.300         0.8343         0.1819
 2.305         0.8322         0.1843
 2.310         0.8330         0.1834
 2.315         0.8312         0.1854
 2.320         0.8334         0.1830
 2.325         0.8351         0.1810
 2.330         0.8338         0.1825
 2.335         0.8370         0.1789
 2.340         0.8342         0.1821
 2.345         0.8342         0.1820
 2.350         0.8370         0.1789
 2.355         0.8347         0.1815
 2.360         0.8371         0.1788
 2.365         0.8365         0.1794
 2.370         0.8376         0.1782
 2.375         0.8396         0.1759
 2.380         0.8361         0.1799
 2.385         0.8385         0.1772
 2.390         0.8356         0.1804
 2.395         0.8364         0.1796
 2.400         0.8339         0.1824
 2.405         0.8340         0.1823
 2.410         0.8393         0.1763
 2.415         0.8386         0.1770
 2.420         0.8356         0.1804
 2.425         0.8338         0.1825
 2.430         0.8381         0.1776
 2.435         0.8372         0.1786
 2.440         0.8370         0.1789
 2.445         0.8394         0.1761
 2.450         0.8405         0.1749
 2.455         0.8393         0.1762
 2.460         0.8375         0.1783
 2.465         0.8398         0.1757
 2.470         0.8408         0.1746
 2.475         0.8402         0.1752
 2.480         0.8420         0.1732
 2.485         0.8395         0.1760
 2.490         0.8434         0.1716
 2.495         0.8398         0.1757
 2.500         0.8387         0.1769
24.000         0.8493         0.1649
