# author : Miguel Verdugo
# source : skycalc_ipy tool for standard Armazones conditions
# date_created : 2020-10-29
# date_modified : 2020-10-29
# status : Design
# type : atmosphere:ter_curve
# pwv : 2.5
# airmass : 1.2
# wdelta : 10
# wmin : 300
# wmax : 15000
# season : entire year
# time : entire night
# action : transmission
# wavelength_unit : um
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# changes :
# - 2020-10-29 (MV) Created file
wavelength  transmission    emission
4.565      0.4097   189264179.7
4.570      0.4390   177625691.6
4.575      0.4547   177463478.6
4.580      0.5171   143079482.9
4.585      0.6478   112995927.7
4.590      0.6905    94732912.0
4.595      0.6881    92783689.3
4.600      0.7489    75115335.7
4.605      0.7693    73491174.1
4.610      0.7737    67261386.7
4.615      0.8690    38714211.0
4.620      0.7885    72388450.3
4.625      0.7169   113618740.7
4.630      0.9174    25523996.3
4.635      0.8139    62482646.5
4.640      0.8587    44200642.2
4.645      0.8601    61506877.8
4.650      0.8780    37140651.2
4.655      0.8523    61419232.7
4.660      0.8182    83669718.7
4.665      0.9604    14140328.5
4.670      0.9606    14167247.1
4.675      0.7424   128191597.2
4.680      0.6674   171916568.9
4.685      0.9064    28738520.8
4.690      0.8595    38024732.8
4.695      0.7493    60377250.4
4.700      0.7467    51153140.6
4.705      0.7187    74213888.3
4.710      0.6625    75708104.9
4.715      0.7020    55723338.3
4.720      0.6904    58444666.4
4.725      0.6871    87146200.8
4.730      0.5946   204038459.8
4.735      0.8388    57090441.3
4.740      0.7821    32492015.9
4.745      0.6574   101637313.6
4.750      0.7631    64379761.8
4.755      0.7615    60121351.1
4.760      0.7361    92988913.4
4.765      0.7537    61581151.9
4.770      0.7643    84104877.2
4.775      0.5757   143019363.4
4.780      0.8166    42457988.6
4.785      0.4435   311365093.3
4.790      0.6032   178960989.5
4.795      0.7615    67970706.2
4.800      0.7478    68088792.1
4.805      0.6651   132706461.5
4.810      0.4120   263552097.1
4.815      0.2934   393095676.4
4.820      0.5764   216795761.0
4.825      0.6618   137684880.3
4.830      0.7220    94924119.5
4.835      0.5886   171170528.6
4.840      0.4127   374941390.9
4.845      0.4255   359676816.8
4.850      0.5861   208592845.2
4.855      0.4741   321120262.7
4.860      0.6146   187098184.2
4.865      0.7290   125336793.9
