# author : Miguel Verdugo
# source : skycalc_ipy tool for standard Armazones conditions
# date_created : 2020-10-29
# date_modified : 2020-10-29
# status : Design
# type : atmosphere:ter_curve
# pwv : 2.5
# airmass : 1.2
# wdelta : 10
# wmin : 2500
# wmax : 15000
# season : entire year
# time : entire night
# action : transmission
# wavelength_unit : um
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# changes :
# - 2020-10-29 (MV) Created file
wavelength  transmission    emission
 8.300       0.9840    80159230.9
 8.310       0.9643   153597974.7
 8.320       0.9641   164031731.1
 8.330       0.9678   149280856.1
 8.340       0.8794   693464715.6
 8.350       0.6946  1942878239.7
 8.360       0.9571   203903632.9
 8.370       0.9670   146364026.3
 8.380       0.9444   273101298.4
 8.390       0.9367   288317205.7
 8.400       0.9388   290627188.2
 8.410       0.9422   246766262.8
 8.420       0.6675  2137079103.6
 8.430       0.7602  1464221940.2
 8.440       0.9282   301093971.0
 8.450       0.9513   208297647.8
 8.460       0.9362   235560886.1
 8.470       0.9107   391124900.4
 8.480       0.9445   235836895.1
 8.490       0.9289   265334923.0
 8.500       0.9335   310847007.0
 8.510       0.5874  2675332238.6
 8.520       0.6587  2100338983.9
 8.530       0.9545   204472381.5
 8.540       0.9514   196028119.1
 8.550       0.9634   160548190.7
 8.560       0.9793    74784289.0
 8.570       0.9649   155059193.5
 8.580       0.6954  1892958829.1
 8.590       0.9401   262016888.9
 8.600       0.9512   172196601.7
 8.610       0.9600   139481566.4
 8.620       0.9416   195375220.5
 8.630       0.9389   207096136.3
 8.640       0.9582   142179595.2
 8.650       0.9340   219500817.4
 8.660       0.9325   252331254.4
 8.670       0.9471   223741960.7
 8.680       0.7661  1409972715.2
 8.690       0.9291   295420328.7
 8.700       0.7917  1320928937.2
 8.710       0.9386   227392282.2
 8.720       0.9554   157182269.9
 8.730       0.9592   142368911.7
 8.740       0.9558   153376949.8
 8.750       0.9674   110219907.8
 8.760       0.9551   175625508.1
 8.770       0.9650   126752225.5
 8.780       0.9647   125063808.1
 8.790       0.8030  1256759575.2
 8.800       0.7469  1691870729.7
 8.810       0.7761  1453161414.6
 8.820       0.9629   142334599.3
 8.830       0.9671   107948726.6
 8.840       0.9616    98513854.3
 8.850       0.9632   102139446.8
 8.860       0.9731    70340279.3
 8.870       0.9585    95908617.3
 8.880       0.9623    91902008.9
 8.890       0.9621    86397066.6
 8.900       0.9664    96550302.4
 8.910       0.9623   116994736.1
 8.920       0.7396  1702530455.2
 8.930       0.9691    95439414.7
 8.940       0.9599    99832922.4
 8.950       0.9594   149626217.5
 8.960       0.9841    46563848.5
 8.970       0.9689    82715563.3
 8.980       0.9730    68965318.1
 8.990       0.9669   150212732.0
 9.000       0.8294  1088627426.2
 9.010       0.9788    74676782.5
 9.020       0.9806    68369581.5
 9.030       0.9373   365123967.9
 9.040       0.8359  1143807392.4
 9.050       0.9772    72485301.3
 9.060       0.9724    73254116.8
 9.070       0.9745    88149876.9
 9.080       0.8754   799941448.9
 9.090       0.8958   654700249.4
 9.100       0.9666   132300689.6
 9.110       0.9774    68894093.7
 9.120       0.9752    74673049.8
 9.130       0.9640   108290092.1
 9.140       0.9675   104195788.4
 9.150       0.9658   118363057.2
 9.160       0.8801   778579180.0
 9.170       0.9407   300886744.3
 9.180       0.9546   188018951.6
 9.190       0.9430   241929141.2
 9.200       0.9416   248256042.1
 9.210       0.9315   353804216.5
 9.220       0.9339   321433526.5
 9.230       0.9307   345866309.2
 9.240       0.9231   386273362.9
 9.250       0.8964   479196751.0
 9.260       0.9120   454183783.5
 9.270       0.9123   470354996.9
 9.280       0.9096   481668318.0
 9.290       0.9033   524764327.2
 9.300       0.9209   324034075.3
 9.310       0.8348  1071227982.3
 9.320       0.8958   586381112.0
 9.330       0.9065   484619540.8
 9.340       0.9006   470928397.3
 9.350       0.8950   432575901.0
 9.360       0.8786   375591962.5
 9.370       0.8022   670879245.6
 9.380       0.6238  1992905384.3
 9.390       0.7440   709624526.6
 9.400       0.6393   919188823.8
 9.410       0.5785  1228129328.6
 9.420       0.5159  1236998729.9
 9.430       0.4426  1638324509.8
 9.440       0.4409  1599817238.0
 9.450       0.4225  1573528297.4
 9.460       0.4384  1679062724.3
 9.470       0.3444  2015961580.2
 9.480       0.3530  1779170893.9
 9.490       0.3088  2041192986.5
 9.500       0.3236  1966150312.1
 9.510       0.4056  1682939547.0
 9.520       0.3223  1987882820.1
 9.530       0.3890  1713363370.8
 9.540       0.4282  1608755176.7
 9.550       0.4471  1532320784.9
 9.560       0.6165   936618745.9
 9.570       0.6673  1008634010.1
 9.580       0.8757   339999932.8
 9.590       0.8238   698063350.7
 9.600       0.4421  1437653084.0
 9.610       0.3350  1592478646.2
 9.620       0.3254  1864836384.6
 9.630       0.4024  1482975138.7
 9.640       0.4049  1566073273.5
 9.650       0.4315  1395788984.1
 9.660       0.4286  1553520930.0
 9.670       0.5152  1244736151.5
 9.680       0.5021  1412162320.7
 9.690       0.5543  1266455650.9
 9.700       0.4735  1478357711.0
 9.710       0.5431  1443614058.4
 9.720       0.5127  1463583955.6
 9.730       0.5412  1310454922.1
 9.740       0.5104  1317192390.0
 9.750       0.5466  1236228765.7
 9.760       0.5143  1321486225.3
 9.770       0.5574  1218249287.8
 9.780       0.5380  1259321419.1
 9.790       0.5755  1164109285.5
 9.800       0.5395  1228544306.7
 9.810       0.5952  1116945653.7
 9.820       0.5502  1350115658.1
 9.830       0.6490  1063317429.2
 9.840       0.6147  1050802840.3
 9.850       0.6602   944276289.3
